<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20120821,3.1343,3.1343,2.9795,2.9795,558890
HBC,20120820,3.0956,3.1536,3.0956,3.1343,128160
HBC,20120817,3.0569,3.1149,3.0569,3.1149,175590
HBC,20120816,3.1149,3.1149,3.0762,3.0956,95020
HBC,20120815,3.1149,3.1343,3.0762,3.0956,204900
HBC,20120814,3.1149,3.1536,3.0956,3.1343,306440
HBC,20120813,3.1343,3.1730,3.0956,3.1536,182120
HBC,20120810,3.1923,3.1923,3.1343,3.1536,121660
HBC,20120809,3.2117,3.2697,3.1730,3.1923,213690
HBC,20120808,3.1730,3.2503,3.1730,3.2117,166190
HBC,20120807,3.2697,3.2697,3.1730,3.1730,175920
HBC,20120806,3.1536,3.2890,3.1536,3.2697,318130
HBC,20120803,3.2117,3.2117,3.1536,3.1536,198160
HBC,20120802,3.1536,3.2117,3.1536,3.2117,163770
HBC,20120801,3.2117,3.2117,3.1149,3.1536,320390
HBC,20120731,3.2117,3.2697,3.1923,3.2117,660210
HBC,20120730,3.2697,3.2697,3.1923,3.2697,65510
HBC,20120727,3.3277,3.3471,3.2503,3.2697,178500
HBC,20120726,3.2117,3.2697,3.2117,3.2503,56870
HBC,20120725,3.1730,3.2890,3.1730,3.2117,115140
HBC,20120724,3.3471,3.3471,3.2310,3.2310,242580
HBC,20120723,3.4438,3.4438,3.3471,3.3471,162680
HBC,20120720,3.5019,3.5599,3.4245,3.4245,286180
HBC,20120719,3.3084,3.5019,3.3084,3.5019,242830
HBC,20120718,3.3664,3.3664,3.2697,3.3471,168390
HBC,20120717,3.1536,3.3471,3.1536,3.3277,177360
HBC,20120716,3.3664,3.3664,3.1923,3.1923,143170
HBC,20120713,3.2503,3.3858,3.2503,3.3471,161310
HBC,20120712,3.1923,3.2503,3.1149,3.2503,99480
HBC,20120711,3.0956,3.1343,3.0762,3.1343,37440
HBC,20120710,2.9601,3.0956,2.9601,3.0956,24290
HBC,20120709,3.1730,3.1730,3.0569,3.0569,133700
HBC,20120706,3.0569,3.1730,3.0375,3.1730,72430
HBC,20120705,2.9408,3.0375,2.9021,3.0375,40700
HBC,20120704,2.9988,3.0182,2.9408,2.9408,105980
HBC,20120703,2.9988,3.0569,2.9214,2.9408,242960
HBC,20120702,3.1923,3.1923,3.0569,3.0569,73780
HBC,20120629,3.0375,3.1149,3.0375,3.0956,91990
HBC,20120628,3.0956,3.1149,3.0182,3.0956,116700
HBC,20120627,3.1923,3.2697,3.0762,3.0956,218660
HBC,20120626,3.2890,3.2890,3.1923,3.1923,179600
HBC,20120625,3.4051,3.4825,3.2890,3.2890,215080
HBC,20120622,3.4825,3.4825,3.3858,3.4051,226350
HBC,20120621,3.4438,3.5212,3.4245,3.4825,104590
HBC,20120620,3.5212,3.5212,3.4438,3.4825,54070
HBC,20120619,3.5599,3.5599,3.4051,3.4825,98470
HBC,20120618,3.5019,3.6179,3.4825,3.5599,194280
HBC,20120615,3.4825,3.5599,3.4245,3.5019,184030
HBC,20120614,3.4825,3.5599,3.4051,3.4632,432450
HBC,20120613,3.6760,3.6953,3.5019,3.5793,312820
HBC,20120612,3.7147,3.8114,3.6373,3.6566,412140
HBC,20120611,3.6373,3.7147,3.5406,3.7147,432300
HBC,20120608,3.4051,3.5406,3.3858,3.5406,770680
HBC,20120607,3.3858,3.4632,3.3664,3.3858,309140
HBC,20120606,3.4051,3.4245,3.3277,3.3858,290260
HBC,20120605,3.3084,3.4632,3.2890,3.3858,313080
HBC,20120604,3.3471,3.3471,3.2890,3.3471,833550
HBC,20120601,3.1923,3.1923,3.1923,3.1923,6650
HBC,20120531,3.0943,3.1627,3.0430,3.0516,298340
HBC,20120530,3.0858,3.1713,3.0601,3.0943,264100
HBC,20120529,3.1029,3.2055,3.0858,3.0858,242510
HBC,20120528,3.4192,3.4192,3.2482,3.2482,208630
HBC,20120525,3.4106,3.4619,3.3679,3.4106,294590
HBC,20120524,3.4533,3.4875,3.3251,3.3508,340860
HBC,20120523,3.0772,3.3593,3.0772,3.3593,601260
HBC,20120522,3.1627,3.2396,3.0943,3.2055,212120
HBC,20120521,3.0345,3.0858,2.9490,3.0858,201950
HBC,20120518,3.0260,3.0772,2.9319,2.9405,298020
HBC,20120517,3.0858,3.2311,3.0772,3.0858,281840
HBC,20120516,3.2824,3.3166,3.0858,3.0858,431200
HBC,20120515,3.2653,3.4619,3.2482,3.2482,462550
HBC,20120514,3.4277,3.5474,3.4192,3.4192,586700
HBC,20120511,3.7611,3.8295,3.5987,3.5987,237990
HBC,20120510,3.8893,3.8893,3.7525,3.7867,465260
HBC,20120509,3.6756,3.8465,3.6499,3.7696,344200
HBC,20120508,3.8295,3.8465,3.6414,3.7611,366600
HBC,20120507,3.8038,3.8807,3.7953,3.8295,417030
HBC,20120504,3.6585,3.7440,3.5987,3.7440,419940
HBC,20120503,3.3935,3.5730,3.2653,3.5730,442520
HBC,20120502,3.5901,3.5987,3.4021,3.4106,363570
HBC,20120427,3.6756,3.7183,3.5132,3.5730,199910
HBC,20120426,3.5645,3.5730,3.5303,3.5730,567370
HBC,20120425,3.3764,3.4106,3.2824,3.4106,623230
HBC,20120424,3.1542,3.2482,3.0772,3.2482,503750
HBC,20120423,3.0943,3.0943,3.0345,3.0943,789620
HBC,20120420,2.9576,3.0601,2.9490,2.9490,267250
HBC,20120419,3.0601,3.0601,3.0516,3.0601,483280
HBC,20120418,2.9063,2.9148,2.8208,2.9148,579590
HBC,20120417,2.6498,2.7781,2.6498,2.7781,408540
HBC,20120416,2.5045,2.7353,2.5045,2.6498,500020
HBC,20120413,2.5216,2.6242,2.5216,2.6242,246990
HBC,20120412,2.4789,2.5045,2.4361,2.5045,77300
HBC,20120411,2.4361,2.4361,2.4105,2.4361,147950
HBC,20120410,2.3763,2.3934,2.3507,2.3934,126950
HBC,20120409,2.2994,2.3763,2.2908,2.3763,71890
HBC,20120406,2.2994,2.2994,2.2823,2.2823,25710
HBC,20120405,2.2908,2.3079,2.2225,2.3079,32140
HBC,20120404,2.2994,2.3336,2.2652,2.2994,76810
HBC,20120403,2.3250,2.3250,2.2908,2.2908,39250
HBC,20120330,2.2908,2.3250,2.2225,2.3250,114050
HBC,20120329,2.3079,2.3079,2.2737,2.2994,31360
HBC,20120328,2.3079,2.3079,2.2225,2.3079,13570
HBC,20120327,2.3507,2.3507,2.2652,2.3079,74110
HBC,20120326,2.3250,2.3934,2.3250,2.3250,98310
HBC,20120323,2.3507,2.3763,2.3421,2.3763,23210
HBC,20120322,2.3849,2.3849,2.2737,2.3507,77570
HBC,20120321,2.3763,2.4105,2.3763,2.3849,90040
HBC,20120320,2.3079,2.3849,2.3079,2.3849,5610
HBC,20120319,2.3507,2.4105,2.3079,2.3934,22860
HBC,20120316,2.2994,2.3763,2.2908,2.3763,204630
HBC,20120315,2.2908,2.2908,2.1883,2.2737,12070
HBC,20120314,2.2652,2.2652,2.1797,2.2652,17370
HBC,20120313,2.1883,2.2737,2.1797,2.2652,173910
HBC,20120312,2.2395,2.2994,2.2310,2.2823,25450
HBC,20120309,2.2737,2.3849,2.2652,2.3421,132640
HBC,20120308,2.1968,2.3763,2.1968,2.3763,9800
HBC,20120307,2.2054,2.3079,2.2054,2.2823,67100
HBC,20120306,2.3849,2.3849,2.2225,2.2823,101690
HBC,20120305,2.1797,2.2823,2.1712,2.2823,209410
HBC,20120302,2.1370,2.1797,2.1113,2.1797,66330
HBC,20120301,2.1370,2.1797,2.1028,2.1541,146970
HBC,20120229,2.1541,2.1626,2.1284,2.1541,97130
HBC,20120228,2.1455,2.1455,2.1113,2.1370,53360
HBC,20120227,2.1370,2.1712,2.1370,2.1541,96170
HBC,20120224,2.1199,2.1797,2.1028,2.1797,170340
HBC,20120223,2.1541,2.1883,2.1370,2.1883,134120
HBC,20120222,2.1712,2.1712,2.1541,2.1626,4320
HBC,20120221,2.1797,2.1797,2.1370,2.1626,133020
HBC,20120220,2.1370,2.1712,2.1370,2.1712,153790
HBC,20120217,2.1455,2.1712,2.1455,2.1712,134240
HBC,20120216,2.0942,2.1455,2.0515,2.1455,33400
HBC,20120215,2.1370,2.1370,2.1370,2.1370,4630
HBC,20120214,2.0942,2.1712,2.0857,2.1712,51170
HBC,20120213,2.1028,2.1284,2.0515,2.1284,22070
HBC,20120210,2.1626,2.1626,2.1028,2.1541,15470
HBC,20120209,2.0942,2.1541,2.0942,2.1541,35310
HBC,20120208,2.0942,2.1626,2.0942,2.1626,6150
HBC,20120207,2.1455,2.1712,2.1284,2.1712,7150
HBC,20120206,2.1370,2.1883,2.1370,2.1883,16180
HBC,20120203,2.2054,2.2054,2.1370,2.2054,21370
HBC,20120202,2.2139,2.2225,2.1541,2.2225,38040
HBC,20120201,2.1370,2.2139,2.1370,2.2139,6900
HBC,20120131,2.1626,2.2737,2.1626,2.2225,18100
HBC,20120130,2.2994,2.3079,2.2737,2.2737,5700
HBC,20120120,2.3165,2.3165,2.2225,2.2737,14130
HBC,20120119,2.1541,2.2225,2.1370,2.2225,22290
HBC,20120118,2.1968,2.1968,2.1370,2.1541,11350
HBC,20120117,2.0942,2.1370,2.0686,2.1284,5350
HBC,20120116,2.1968,2.1968,2.1370,2.1370,10210
HBC,20120113,2.1284,2.1370,2.1284,2.1284,24470
HBC,20120112,2.1370,2.1541,2.1370,2.1455,12680
HBC,20120111,2.0942,2.1370,2.0515,2.1370,40050
HBC,20120110,1.9233,2.0857,1.9233,2.0857,22310
HBC,20120109,2.0002,2.0002,1.9917,1.9917,5040
HBC,20120106,1.9917,1.9917,1.9831,1.9917,3800
HBC,20120105,2.0002,2.0088,1.9917,1.9917,2210
HBC,20120104,2.0088,2.0344,1.9489,2.0002,10240
HBC,20120103,2.0088,2.0088,2.0088,2.0088,6200
HBC,20111230,1.9233,1.9660,1.9147,1.9575,122820
HBC,20111229,1.8805,1.8976,1.8805,1.8891,9100
HBC,20111228,1.8378,1.8805,1.8122,1.8122,4220
HBC,20111227,1.7780,1.8720,1.7780,1.8720,24780
HBC,20111226,1.8720,1.9489,1.8634,1.8634,49470
HBC,20111223,1.9660,1.9660,1.8634,1.9575,34000
HBC,20111222,1.9660,1.9660,1.8720,1.9575,30800
HBC,20111221,1.9660,1.9831,1.9575,1.9660,25680
HBC,20111220,2.0002,2.0002,1.9660,1.9660,45100
HBC,20111219,2.0173,2.0173,1.9233,2.0002,21530
HBC,20111216,1.8891,2.0344,1.8891,1.9831,49360
HBC,20111215,1.8634,1.9575,1.8634,1.9575,20340
HBC,20111214,1.9489,1.9660,1.8720,1.9575,18030
HBC,20111213,1.9917,1.9917,1.8720,1.9660,41530
HBC,20111212,2.0002,2.0088,1.8976,1.9660,28220
HBC,20111209,1.9318,2.0258,1.9318,1.9917,7700
HBC,20111208,2.0088,2.0088,1.9660,2.0002,11890
HBC,20111207,1.9147,2.0088,1.9147,2.0088,37760
HBC,20111206,1.9233,2.0088,1.9233,2.0002,46490
HBC,20111205,1.8634,2.0002,1.8634,2.0002,31870
HBC,20111202,1.8463,1.9062,1.8463,1.9062,26840
HBC,20111201,1.8720,1.9147,1.8634,1.8976,43630
HBC,20111130,1.9404,1.9404,1.8463,1.9147,27660
HBC,20111129,1.9489,1.9575,1.9404,1.9404,40070
HBC,20111128,1.9575,1.9575,1.9062,1.9404,10280
HBC,20111125,1.8207,1.9147,1.7951,1.9147,45090
HBC,20111124,1.7780,1.8549,1.7780,1.8378,71150
HBC,20111123,1.8207,1.8634,1.7096,1.8634,73000
HBC,20111122,1.7523,1.8207,1.7096,1.7780,35640
HBC,20111121,1.6497,1.7694,1.6412,1.7694,60240
HBC,20111118,1.5985,1.7010,1.5814,1.7010,60700
HBC,20111117,1.6668,1.7438,1.6241,1.6326,20170
HBC,20111116,1.6326,1.6668,1.6326,1.6668,64240
HBC,20111115,1.6497,1.6668,1.6156,1.6668,57070
HBC,20111114,1.5215,1.6754,1.5215,1.6583,272960
HBC,20111111,1.5985,1.5985,1.5985,1.5985,6140
HBC,20111110,1.6839,1.6925,1.6754,1.6754,47750
HBC,20111109,1.7694,1.9318,1.7609,1.7609,53180
HBC,20111108,1.8549,1.8549,1.8463,1.8463,39620
HBC,20111107,1.9746,1.9746,1.9404,1.9404,12360
HBC,20111104,2.0088,2.0515,1.9660,2.0344,38940
HBC,20111103,2.0515,2.0515,2.0429,2.0429,12180
HBC,20111102,2.0515,2.0515,2.0515,2.0515,900
HBC,20111101,2.0600,2.0600,2.0088,2.0088,5040
HBC,20111031,2.0515,2.0686,2.0173,2.0686,25940
HBC,20111028,2.0515,2.1370,2.0515,2.0515,20980
HBC,20111027,2.0429,2.0515,2.0088,2.0429,21090
HBC,20111026,2.0344,2.0344,1.9660,1.9660,28810
HBC,20111025,2.1199,2.1199,2.0344,2.0344,3390
HBC,20111024,2.1199,2.1284,2.0942,2.1199,12600
HBC,20111021,2.1284,2.1370,2.1284,2.1284,26200
HBC,20111020,2.1797,2.1797,2.1028,2.1284,41900
HBC,20111019,2.1370,2.1455,2.1370,2.1455,3400
HBC,20111018,2.2225,2.2225,2.1113,2.1113,7380
HBC,20111014,2.1712,2.2225,2.1626,2.2225,22720
HBC,20111013,2.2481,2.2566,2.1455,2.2225,21680
HBC,20111012,2.1719,2.2053,2.1719,2.2053,10980
HBC,20111011,2.1719,2.2137,2.1719,2.2137,44200
HBC,20111010,2.2053,2.2137,2.1719,2.2053,15200
HBC,20111007,2.2304,2.2304,2.2137,2.2137,12840
HBC,20111006,2.1636,2.2638,2.1636,2.2388,15100
HBC,20111005,2.0968,2.1886,2.0968,2.1636,35780
HBC,20111004,2.0550,2.1886,2.0466,2.1886,28820
HBC,20111003,2.2388,2.3390,2.1302,2.1302,51150
HBC,20110930,2.3307,2.3307,2.2388,2.2388,34770
HBC,20110929,2.3223,2.3223,2.2972,2.3223,8670
HBC,20110928,2.3223,2.3223,2.2972,2.3223,2190
HBC,20110927,2.2972,2.3390,2.2972,2.2972,19220
HBC,20110926,2.3223,2.3223,2.2972,2.3223,770
HBC,20110923,2.3390,2.3390,2.2805,2.3139,720
HBC,20110922,2.2972,2.3724,2.2972,2.3139,29120
HBC,20110921,2.4225,2.4225,2.3307,2.3307,2450
HBC,20110920,2.3307,2.3390,2.2972,2.3307,29560
HBC,20110919,2.3641,2.3641,2.3223,2.3390,7270
HBC,20110916,2.3223,2.3223,2.3223,2.3223,4020
HBC,20110915,2.3557,2.3724,2.2722,2.3557,28570
HBC,20110914,2.3474,2.3557,2.3390,2.3474,36770
HBC,20110913,2.3641,2.3641,2.2221,2.3474,40040
HBC,20110912,2.3390,2.3557,2.3307,2.3390,4860
HBC,20110909,2.3390,2.3641,2.3390,2.3390,26810
HBC,20110908,2.3641,2.3724,2.3390,2.3641,102220
HBC,20110907,2.3474,2.3557,2.3390,2.3390,37930
HBC,20110906,2.3891,2.3891,2.3474,2.3557,17700
HBC,20110905,2.3641,2.4142,2.3641,2.3641,4800
HBC,20110901,2.3557,2.3641,2.3474,2.3641,14720
HBC,20110831,2.3390,2.3641,2.3390,2.3641,37470
HBC,20110830,2.3474,2.3557,2.3390,2.3474,11700
HBC,20110829,2.3390,2.3557,2.3390,2.3390,24540
HBC,20110826,2.3139,2.3390,2.2972,2.3390,5180
HBC,20110825,2.3474,2.3474,2.2972,2.3474,11490
HBC,20110824,2.2972,2.3808,2.2972,2.3390,7340
HBC,20110823,2.3724,2.3724,2.3139,2.3139,1820
HBC,20110822,2.4142,2.4142,2.3557,2.3891,30610
HBC,20110819,2.2972,2.3891,2.2972,2.3891,22580
HBC,20110818,2.2972,2.3891,2.2972,2.3641,8040
HBC,20110817,2.3641,2.3724,2.3474,2.3724,8650
HBC,20110816,2.3557,2.3557,2.2972,2.3557,7090
HBC,20110815,2.3223,2.3307,2.3223,2.3307,37000
HBC,20110812,2.3139,2.3390,2.3056,2.3223,47800
HBC,20110811,2.3724,2.3724,2.3724,2.3724,1020
HBC,20110810,2.3390,2.3557,2.2304,2.3474,31970
HBC,20110809,2.3641,2.3724,2.2972,2.3474,19280
HBC,20110808,2.3891,2.3891,2.3891,2.3891,5500
HBC,20110805,2.3056,2.4058,2.3056,2.3891,15750
HBC,20110804,2.2805,2.4142,2.2805,2.4058,17530
HBC,20110803,2.4058,2.4058,2.3223,2.3808,3960
HBC,20110802,2.3891,2.4058,2.3891,2.4058,10700
HBC,20110801,2.3808,2.3891,2.3390,2.3808,41610
HBC,20110729,2.4225,2.4225,2.3641,2.3808,12750
HBC,20110728,2.3975,2.3975,2.3474,2.3808,36780
HBC,20110727,2.4225,2.4476,2.3975,2.3975,47420
HBC,20110726,2.3390,2.4476,2.3390,2.4392,28100
HBC,20110725,2.4560,2.4560,2.4225,2.4560,3510
HBC,20110722,2.4309,2.4560,2.4225,2.4560,26510
HBC,20110721,2.4309,2.4476,2.4309,2.4309,11360
HBC,20110720,2.4309,2.4309,2.4142,2.4309,65120
HBC,20110719,2.4225,2.4309,2.4058,2.4309,83900
HBC,20110718,2.4142,2.4392,2.4142,2.4392,1765
HBC,20110715,2.3641,2.4392,2.3641,2.4392,49010
HBC,20110714,2.4225,2.4225,2.3557,2.4225,16580
HBC,20110713,2.4309,2.4476,2.3808,2.3808,69720
HBC,20110712,2.4392,2.4476,2.4309,2.4476,49000
HBC,20110711,2.4142,2.4392,2.3808,2.4392,57260
HBC,20110708,2.4225,2.4225,2.3975,2.4225,49460
HBC,20110707,2.3975,2.4142,2.3641,2.3975,61800
HBC,20110706,2.3975,2.3975,2.3724,2.3975,53120
HBC,20110705,2.3724,2.4142,2.3724,2.3724,74620
HBC,20110704,2.3223,2.3891,2.3223,2.3724,49930
HBC,20110701,2.3139,2.3557,2.3139,2.3223,10100
HBC,20110630,2.2889,2.3808,2.2805,2.2889,24070
HBC,20110629,2.3808,2.3808,2.3223,2.3557,54840
HBC,20110628,2.3891,2.3975,2.2972,2.2972,26380
HBC,20110627,2.4058,2.4142,2.3474,2.3724,35540
HBC,20110624,2.4392,2.4392,2.3724,2.3808,43200
HBC,20110623,2.4142,2.4643,2.3891,2.4392,46600
HBC,20110622,2.4476,2.4643,2.3724,2.4643,53230
HBC,20110621,2.3891,2.4058,2.3390,2.3808,22880
HBC,20110620,2.4309,2.4309,2.3223,2.3891,33710
HBC,20110617,2.3808,2.4142,2.3557,2.3557,23180
HBC,20110616,2.3808,2.4058,2.3808,2.4058,19610
HBC,20110615,2.3808,2.4225,2.3390,2.3808,48520
HBC,20110614,2.3891,2.3975,2.3808,2.3808,10190
HBC,20110613,2.4058,2.4476,2.3891,2.3891,11800
HBC,20110610,2.4476,2.4476,2.4058,2.4392,52990
HBC,20110609,2.4810,2.4810,2.4225,2.4476,24010
HBC,20110608,2.3474,2.4392,2.3474,2.4392,40960
HBC,20110607,2.4392,2.4476,2.3891,2.4392,8640
HBC,20110606,2.3390,2.4476,2.3390,2.4309,13150
HBC,20110603,2.5061,2.5061,2.4225,2.4225,40120
HBC,20110602,2.4476,2.4894,2.3808,2.4560,84720
HBC,20110601,2.4392,2.4476,2.4225,2.4476,53210
HBC,20110531,2.3307,2.4476,2.3307,2.4392,15670
HBC,20110530,2.4476,2.4476,2.4225,2.4476,4440
HBC,20110527,2.3891,2.4643,2.3390,2.4476,21410
HBC,20110526,2.3808,2.3891,2.2805,2.3891,60620
HBC,20110525,2.2889,2.3891,2.2722,2.2805,33110
HBC,20110524,2.4225,2.4225,2.2805,2.3891,59090
HBC,20110523,2.5896,2.5896,2.3808,2.3891,52550
